la_code,la_name,date_code,measurement,units,value,scottish_health_survey_indicator,sex
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,67,Obesity: Not obese,Female
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,68,Obesity: Not obese,Female
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,16,Alcohol consumption: Hazardous/Harmful drinker,Female
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,22,Self-assessed general health: Fair,Female
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,12,Fruit & vegetable consumption: None,Female
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,21,Alcohol consumption: Non-drinker,Female
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,16,Summary activity levels: Some activity,Female
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,21,Alcohol consumption: Non-drinker,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,61,Obesity: Not obese,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 4+,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,74,Fruit & vegetable consumption: Less than 5 portions,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,31,Overweight: Not overweight or obese,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,16,Fruit & vegetable consumption: 5 portions or more,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,29,Smoking status: Used to smoke regularly,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,10,Fruit & vegetable consumption: None,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,55,Summary activity levels: Meets recommendations,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,24,Doctor-diagnosed asthma: Yes,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,28,Alcohol consumption: Non-drinker,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,27,General health questionnaire (GHQ-12): Score 1-3,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,20,Self-assessed general health: Fair,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,25,Summary activity levels: Very low activity,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,29,Overweight: Not overweight or obese,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,21,Any cardiovascular condition: Has a cardiovascular condition,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,53,Smoking status: Never smoked/Used to smoke occasionally,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,12,Alcohol consumption: Hazardous/Harmful drinker,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,5,Summary activity levels: Low activity,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,70,Alcohol consumption: Moderate drinker,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,23,Summary activity levels: Very low activity,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,11,Summary activity levels: Some activity,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,39,Long-term illness: Limiting long-term illness,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,83,Any cardiovascular condition: No cardiovascular condition,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,79,Any cardiovascular condition: No cardiovascular condition,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,25,Smoking status: Used to smoke regularly,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,39,Long-term illness: Limiting long-term illness,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,79,Any cardiovascular condition: No cardiovascular condition,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,56,Alcohol consumption: Moderate drinker,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,18,Smoking status: Current smoker,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,68,Self-assessed general health: Very good/Good,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,51,General health questionnaire (GHQ-12): Score 0,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,39,Obesity: Obese,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,7,Fruit & vegetable consumption: None,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,25,Fruit & vegetable consumption: 5 portions or more,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,23,Fruit & vegetable consumption: 5 portions or more,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,16,Alcohol consumption: Hazardous/Harmful drinker,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,39,Long-term illness: No long-term illness,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,82,"Provide any regular help or care for any sick, disabled or frail person: No",Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,22,Long-term illness: Non-limiting long-term illness,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,5,E-cigarette use: Ever previously used,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,56,General health questionnaire (GHQ-12): Score 0,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,2,E-cigarette use: Currently using,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,66,Alcohol consumption: Moderate drinker,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,71,Alcohol consumption: Moderate drinker,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,72,Overweight: Overweight (including obese),Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,5,E-cigarette use: Ever previously used,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,55,Summary activity levels: Meets recommendations,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,25,Summary activity levels: Very low activity,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,1,E-cigarette use: Currently using,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,76,Doctor-diagnosed asthma: No,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,28,Overweight: Not overweight or obese,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,67,Obesity: Not obese,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,21,Long-term illness: Non-limiting long-term illness,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,30,Summary activity levels: Very low activity,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,13,Self-assessed general health: Bad/Very bad,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,33,Life satisfaction: Mode (8),Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,46,Long-term illness: Limiting long-term illness,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,93,E-cigarette use: Never used,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,93,E-cigarette use: Never used,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,43,Long-term illness: No long-term illness,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,69,Overweight: Overweight (including obese),Female
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,12,Long-term illness: Non-limiting long-term illness,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,71,Overweight: Overweight (including obese),Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,21,Smoking status: Used to smoke regularly,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,59,General health questionnaire (GHQ-12): Score 0,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,55,Summary activity levels: Meets recommendations,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,68,Obesity: Not obese,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,7,Summary activity levels: Low activity,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,38,Long-term illness: No long-term illness,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,82,Any cardiovascular condition: No cardiovascular condition,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,30,Overweight: Not overweight or obese,Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,8,E-cigarette use: Ever previously used,Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,6,Fruit & vegetable consumption: None,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,13,Smoking status: Current smoker,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,20,Alcohol consumption: Non-drinker,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,8,Alcohol consumption: Hazardous/Harmful drinker,Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,27,Overweight: Not overweight or obese,Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,14,Smoking status: Current smoker,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,20,Fruit & vegetable consumption: 5 portions or more,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,66,Alcohol consumption: Moderate drinker,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,79,Self-assessed general health: Very good/Good,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,9,E-cigarette use: Ever previously used,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,41,Long-term illness: Limiting long-term illness,Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,29,Alcohol consumption: Non-drinker,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,59,Smoking status: Never smoked/Used to smoke occasionally,Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,11,Summary activity levels: Some activity,Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,35,Long-term illness: Limiting long-term illness,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,26,Alcohol consumption: Non-drinker,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,10,Smoking status: Current smoker,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,29,Obesity: Obese,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,18,Alcohol consumption: Non-drinker,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,71,Obesity: Not obese,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,16,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,45,Long-term illness: No long-term illness,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,25,Self-assessed general health: Fair,Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,24,Self-assessed general health: Fair,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,12,Alcohol consumption: Hazardous/Harmful drinker,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,25,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,61,Summary activity levels: Meets recommendations,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,17,Self-assessed general health: Fair,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,67,Smoking status: Never smoked/Used to smoke occasionally,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,18,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,57,Summary activity levels: Meets recommendations,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,32,Life satisfaction: Mode (8),Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,29,Summary activity levels: Very low activity,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,42,Long-term illness: No long-term illness,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,15,Self-assessed general health: Fair,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,9,Summary activity levels: Low activity,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,60,Smoking status: Never smoked/Used to smoke occasionally,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,72,Self-assessed general health: Very good/Good,Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,61,Alcohol consumption: Moderate drinker,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,7,Fruit & vegetable consumption: None,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,22,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,46,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,36,Long-term illness: Limiting long-term illness,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,82,Doctor-diagnosed asthma: No,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,19,Self-assessed general health: Fair,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,18,Any cardiovascular condition: Has a cardiovascular condition,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,70,Smoking status: Never smoked/Used to smoke occasionally,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,43,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,33,Obesity: Obese,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,16,Smoking status: Current smoker,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,77,Self-assessed general health: Very good/Good,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,17,Any cardiovascular condition: Has a cardiovascular condition,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,20,Long-term illness: Non-limiting long-term illness,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,61,Summary activity levels: Meets recommendations,Female
S12000017,Highland,2015-2018,Percent,Percent Of Adults,18,Alcohol consumption: Non-drinker,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Female
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,22,Fruit & vegetable consumption: 5 portions or more,Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,65,General health questionnaire (GHQ-12): Score 0,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,21,Fruit & vegetable consumption: 5 portions or more,Female
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,21,Any cardiovascular condition: Has a cardiovascular condition,Female
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,59,Smoking status: Never smoked/Used to smoke occasionally,Female
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,84,"Provide any regular help or care for any sick, disabled or frail person: No",Female
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,13,Alcohol consumption: Non-drinker,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,12,Fruit & vegetable consumption: None,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,64,Obesity: Not obese,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,13,Fruit & vegetable consumption: None,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,23,Self-assessed general health: Fair,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,13,Long-term illness: Non-limiting long-term illness,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,21,Self-assessed general health: Fair,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,11,Summary activity levels: Some activity,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,66,Obesity: Not obese,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,27,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,40,Alcohol consumption: Hazardous/Harmful drinker,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,14,Alcohol consumption: Non-drinker,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,53,Long-term illness: No long-term illness,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,12,Self-assessed general health: Bad/Very bad,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,13,Long-term illness: Non-limiting long-term illness,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,65,Self-assessed general health: Very good/Good,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,31,Long-term illness: Limiting long-term illness,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,61,General health questionnaire (GHQ-12): Score 0,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,26,Overweight: Not overweight or obese,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,29,Overweight: Not overweight or obese,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,56,Long-term illness: No long-term illness,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,39,Alcohol consumption: Hazardous/Harmful drinker,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,25,Fruit & vegetable consumption: 5 portions or more,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,8,E-cigarette use: Currently using,Male
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,51,Alcohol consumption: Moderate drinker,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,27,Smoking status: Current smoker,Male
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,15,Fruit & vegetable consumption: None,Male
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,8,E-cigarette use: Currently using,Male
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,48,Smoking status: Never smoked/Used to smoke occasionally,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,53,Smoking status: Never smoked/Used to smoke occasionally,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,10,Self-assessed general health: Bad/Very bad,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,14,Fruit & vegetable consumption: None,Male
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,29,Smoking status: Current smoker,Male
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,15,E-cigarette use: Ever previously used,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,16,E-cigarette use: Ever previously used,Male
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,8,Summary activity levels: Some activity,Male
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,77,E-cigarette use: Never used,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,76,E-cigarette use: Never used,Male
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,53,Alcohol consumption: Moderate drinker,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,20,Smoking status: Used to smoke regularly,Male
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,66,Fruit & vegetable consumption: Less than 5 portions,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,6,E-cigarette use: Currently using,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,44,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,2,Summary activity levels: Low activity,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,59,General health questionnaire (GHQ-12): Score 0,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,7,E-cigarette use: Currently using,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,88,Doctor-diagnosed asthma: No,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,12,Doctor-diagnosed asthma: Yes,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,2,Summary activity levels: Low activity,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,85,E-cigarette use: Never used,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,24,Smoking status: Current smoker,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,83,E-cigarette use: Never used,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,49,Smoking status: Never smoked/Used to smoke occasionally,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,48,Smoking status: Never smoked/Used to smoke occasionally,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,25,Smoking status: Current smoker,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,71,Overweight: Overweight (including obese),Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,74,Overweight: Overweight (including obese),Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,8,E-cigarette use: Ever previously used,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,15,Fruit & vegetable consumption: 5 portions or more,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,13,Fruit & vegetable consumption: 5 portions or more,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,72,Fruit & vegetable consumption: Less than 5 portions,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,46,Alcohol consumption: Moderate drinker,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,68,Self-assessed general health: Very good/Good,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,36,Obesity: Obese,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,34,Obesity: Obese,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,11,Self-assessed general health: Bad/Very bad,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,48,Alcohol consumption: Moderate drinker,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,34,Long-term illness: Limiting long-term illness,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,66,Summary activity levels: Meets recommendations,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,16,Any cardiovascular condition: Has a cardiovascular condition,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,29,Life satisfaction: Mode (8),Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,89,"Provide any regular help or care for any sick, disabled or frail person: No",Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,65,Summary activity levels: Meets recommendations,Male
S12000050,North Lanarkshire,2016-2019,Percent,Percent Of Adults,11,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,74,Fruit & vegetable consumption: Less than 5 portions,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,19,General health questionnaire (GHQ-12): Score 4+,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,20,General health questionnaire (GHQ-12): Score 1-3,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,15,Any cardiovascular condition: Has a cardiovascular condition,Male
S12000050,North Lanarkshire,2015-2018,Percent,Percent Of Adults,23,Summary activity levels: Very low activity,Male
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,42,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,8,Summary activity levels: Some activity,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,18,Doctor-diagnosed asthma: Yes,Male
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,69,Summary activity levels: Meets recommendations,Male
